Character,Name,Category
ⓟ,Circled Latin Small Letter P,Enclosed Alphanumerics (U+2460 to U+24FF)
ⓠ,Circled Latin Small Letter Q,Enclosed Alphanumerics (U+2460 to U+24FF)
ⓡ,Circled Latin Small Letter R,Enclosed Alphanumerics (U+2460 to U+24FF)
ⓢ,Circled Latin Small Letter S,Enclosed Alphanumerics (U+2460 to U+24FF)
ⓣ,Circled Latin Small Letter T,Enclosed Alphanumerics (U+2460 to U+24FF)
ⓤ,Circled Latin Small Letter U,Enclosed Alphanumerics (U+2460 to U+24FF)
ⓥ,Circled Latin Small Letter V,Enclosed Alphanumerics (U+2460 to U+24FF)
ⓦ,Circled Latin Small Letter W,Enclosed Alphanumerics (U+2460 to U+24FF)
ⓧ,Circled Latin Small Letter X,Enclosed Alphanumerics (U+2460 to U+24FF)
ⓨ,Circled Latin Small Letter Y,Enclosed Alphanumerics (U+2460 to U+24FF)
ⓩ,Circled Latin Small Letter Z,Enclosed Alphanumerics (U+2460 to U+24FF)
⓪,Circled Digit Zero,Enclosed Alphanumerics (U+2460 to U+24FF)
⓫,Negative Circled Number Eleven,Enclosed Alphanumerics (U+2460 to U+24FF)
⓬,Negative Circled Number Twelve,Enclosed Alphanumerics (U+2460 to U+24FF)
⓭,Negative Circled Number Thirteen,Enclosed Alphanumerics (U+2460 to U+24FF)
⓮,Negative Circled Number Fourteen,Enclosed Alphanumerics (U+2460 to U+24FF)
⓯,Negative Circled Number Fifteen,Enclosed Alphanumerics (U+2460 to U+24FF)
⓰,Negative Circled Number Sixteen,Enclosed Alphanumerics (U+2460 to U+24FF)
⓱,Negative Circled Number Seventeen,Enclosed Alphanumerics (U+2460 to U+24FF)
⓲,Negative Circled Number Eighteen,Enclosed Alphanumerics (U+2460 to U+24FF)
⓳,Negative Circled Number Nineteen,Enclosed Alphanumerics (U+2460 to U+24FF)
⓴,Negative Circled Number Twenty,Enclosed Alphanumerics (U+2460 to U+24FF)
⓵,Double Circled Digit One,Enclosed Alphanumerics (U+2460 to U+24FF)
⓶,Double Circled Digit Two,Enclosed Alphanumerics (U+2460 to U+24FF)
⓷,Double Circled Digit Three,Enclosed Alphanumerics (U+2460 to U+24FF)
⓸,Double Circled Digit Four,Enclosed Alphanumerics (U+2460 to U+24FF)
⓹,Double Circled Digit Five,Enclosed Alphanumerics (U+2460 to U+24FF)
⓺,Double Circled Digit Six,Enclosed Alphanumerics (U+2460 to U+24FF)
⓻,Double Circled Digit Seven,Enclosed Alphanumerics (U+2460 to U+24FF)
⓼,Double Circled Digit Eight,Enclosed Alphanumerics (U+2460 to U+24FF)
⓽,Double Circled Digit Nine,Enclosed Alphanumerics (U+2460 to U+24FF)
⓾,Double Circled Number Ten,Enclosed Alphanumerics (U+2460 to U+24FF)
⓿,Negative Circled Digit Zero,Enclosed Alphanumerics (U+2460 to U+24FF)
─,Box Drawings Light Horizontal,Box Drawing (U+2500 to U+257F)
━,Box Drawings Heavy Horizontal,Box Drawing (U+2500 to U+257F)
│,Box Drawings Light Vertical,Box Drawing (U+2500 to U+257F)
┃,Box Drawings Heavy Vertical,Box Drawing (U+2500 to U+257F)
┄,Box Drawings Light Triple Dash Horizontal,Box Drawing (U+2500 to U+257F)
┅,Box Drawings Heavy Triple Dash Horizontal,Box Drawing (U+2500 to U+257F)
┆,Box Drawings Light Triple Dash Vertical,Box Drawing (U+2500 to U+257F)
┇,Box Drawings Heavy Triple Dash Vertical,Box Drawing (U+2500 to U+257F)
┈,Box Drawings Light Quadruple Dash Horizontal,Box Drawing (U+2500 to U+257F)
┉,Box Drawings Heavy Quadruple Dash Horizontal,Box Drawing (U+2500 to U+257F)
┊,Box Drawings Light Quadruple Dash Vertical,Box Drawing (U+2500 to U+257F)
┋,Box Drawings Heavy Quadruple Dash Vertical,Box Drawing (U+2500 to U+257F)
┌,Box Drawings Light Down And Right,Box Drawing (U+2500 to U+257F)
┍,Box Drawings Down Light And Right Heavy,Box Drawing (U+2500 to U+257F)
┎,Box Drawings Down Heavy And Right Light,Box Drawing (U+2500 to U+257F)
┏,Box Drawings Heavy Down And Right,Box Drawing (U+2500 to U+257F)
┐,Box Drawings Light Down And Left,Box Drawing (U+2500 to U+257F)
┑,Box Drawings Down Light And Left Heavy,Box Drawing (U+2500 to U+257F)
┒,Box Drawings Down Heavy And Left Light,Box Drawing (U+2500 to U+257F)
┓,Box Drawings Heavy Down And Left,Box Drawing (U+2500 to U+257F)
└,Box Drawings Light Up And Right,Box Drawing (U+2500 to U+257F)
┕,Box Drawings Up Light And Right Heavy,Box Drawing (U+2500 to U+257F)
┖,Box Drawings Up Heavy And Right Light,Box Drawing (U+2500 to U+257F)
┗,Box Drawings Heavy Up And Right,Box Drawing (U+2500 to U+257F)
┘,Box Drawings Light Up And Left,Box Drawing (U+2500 to U+257F)
┙,Box Drawings Up Light And Left Heavy,Box Drawing (U+2500 to U+257F)
┚,Box Drawings Up Heavy And Left Light,Box Drawing (U+2500 to U+257F)
┛,Box Drawings Heavy Up And Left,Box Drawing (U+2500 to U+257F)
├,Box Drawings Light Vertical And Right,Box Drawing (U+2500 to U+257F)
┝,Box Drawings Vertical Light And Right Heavy,Box Drawing (U+2500 to U+257F)
┞,Box Drawings Up Heavy And Right Down Light,Box Drawing (U+2500 to U+257F)
┟,Box Drawings Down Heavy And Right Up Light,Box Drawing (U+2500 to U+257F)
┠,Box Drawings Vertical Heavy And Right Light,Box Drawing (U+2500 to U+257F)
┡,Box Drawings Down Light And Right Up Heavy,Box Drawing (U+2500 to U+257F)
┢,Box Drawings Up Light And Right Down Heavy,Box Drawing (U+2500 to U+257F)
┣,Box Drawings Heavy Vertical And Right,Box Drawing (U+2500 to U+257F)
┤,Box Drawings Light Vertical And Left,Box Drawing (U+2500 to U+257F)
┥,Box Drawings Vertical Light And Left Heavy,Box Drawing (U+2500 to U+257F)
┦,Box Drawings Up Heavy And Left Down Light,Box Drawing (U+2500 to U+257F)
┧,Box Drawings Down Heavy And Left Up Light,Box Drawing (U+2500 to U+257F)
┨,Box Drawings Vertical Heavy And Left Light,Box Drawing (U+2500 to U+257F)
┩,Box Drawings Down Light And Left Up Heavy,Box Drawing (U+2500 to U+257F)
┪,Box Drawings Up Light And Left Down Heavy,Box Drawing (U+2500 to U+257F)
┫,Box Drawings Heavy Vertical And Left,Box Drawing (U+2500 to U+257F)
┬,Box Drawings Light Down And Horizontal,Box Drawing (U+2500 to U+257F)
┭,Box Drawings Left Heavy And Right Down Light,Box Drawing (U+2500 to U+257F)
┮,Box Drawings Right Heavy And Left Down Light,Box Drawing (U+2500 to U+257F)
┯,Box Drawings Down Light And Horizontal Heavy,Box Drawing (U+2500 to U+257F)
┰,Box Drawings Down Heavy And Horizontal Light,Box Drawing (U+2500 to U+257F)
┱,Box Drawings Right Light And Left Down Heavy,Box Drawing (U+2500 to U+257F)
┲,Box Drawings Left Light And Right Down Heavy,Box Drawing (U+2500 to U+257F)
┳,Box Drawings Heavy Down And Horizontal,Box Drawing (U+2500 to U+257F)
┴,Box Drawings Light Up And Horizontal,Box Drawing (U+2500 to U+257F)
┵,Box Drawings Left Heavy And Right Up Light,Box Drawing (U+2500 to U+257F)
┶,Box Drawings Right Heavy And Left Up Light,Box Drawing (U+2500 to U+257F)
┷,Box Drawings Up Light And Horizontal Heavy,Box Drawing (U+2500 to U+257F)
┸,Box Drawings Up Heavy And Horizontal Light,Box Drawing (U+2500 to U+257F)
┹,Box Drawings Right Light And Left Up Heavy,Box Drawing (U+2500 to U+257F)
┺,Box Drawings Left Light And Right Up Heavy,Box Drawing (U+2500 to U+257F)
┻,Box Drawings Heavy Up And Horizontal,Box Drawing (U+2500 to U+257F)
┼,Box Drawings Light Vertical And Horizontal,Box Drawing (U+2500 to U+257F)
┽,Box Drawings Left Heavy And Right Vertical Light,Box Drawing (U+2500 to U+257F)
┾,Box Drawings Right Heavy And Left Vertical Light,Box Drawing (U+2500 to U+257F)
┿,Box Drawings Vertical Light And Horizontal Heavy,Box Drawing (U+2500 to U+257F)
╀,Box Drawings Up Heavy And Down Horizontal Light,Box Drawing (U+2500 to U+257F)
╁,Box Drawings Down Heavy And Up Horizontal Light,Box Drawing (U+2500 to U+257F)
╂,Box Drawings Vertical Heavy And Horizontal Light,Box Drawing (U+2500 to U+257F)
╃,Box Drawings Left Up Heavy And Right Down Light,Box Drawing (U+2500 to U+257F)
╄,Box Drawings Right Up Heavy And Left Down Light,Box Drawing (U+2500 to U+257F)
╅,Box Drawings Left Down Heavy And Right Up Light,Box Drawing (U+2500 to U+257F)
╆,Box Drawings Right Down Heavy And Left Up Light,Box Drawing (U+2500 to U+257F)
╇,Box Drawings Down Light And Up Horizontal Heavy,Box Drawing (U+2500 to U+257F)
╈,Box Drawings Up Light And Down Horizontal Heavy,Box Drawing (U+2500 to U+257F)
╉,Box Drawings Right Light And Left Vertical Heavy,Box Drawing (U+2500 to U+257F)
╊,Box Drawings Left Light And Right Vertical Heavy,Box Drawing (U+2500 to U+257F)
╋,Box Drawings Heavy Vertical And Horizontal,Box Drawing (U+2500 to U+257F)
╌,Box Drawings Light Double Dash Horizontal,Box Drawing (U+2500 to U+257F)
╍,Box Drawings Heavy Double Dash Horizontal,Box Drawing (U+2500 to U+257F)
╎,Box Drawings Light Double Dash Vertical,Box Drawing (U+2500 to U+257F)
╏,Box Drawings Heavy Double Dash Vertical,Box Drawing (U+2500 to U+257F)
═,Box Drawings Double Horizontal,Box Drawing (U+2500 to U+257F)
║,Box Drawings Double Vertical,Box Drawing (U+2500 to U+257F)
╒,Box Drawings Down Single And Right Double,Box Drawing (U+2500 to U+257F)
╓,Box Drawings Down Double And Right Single,Box Drawing (U+2500 to U+257F)
╔,Box Drawings Double Down And Right,Box Drawing (U+2500 to U+257F)
╕,Box Drawings Down Single And Left Double,Box Drawing (U+2500 to U+257F)
╖,Box Drawings Down Double And Left Single,Box Drawing (U+2500 to U+257F)
╗,Box Drawings Double Down And Left,Box Drawing (U+2500 to U+257F)
╘,Box Drawings Up Single And Right Double,Box Drawing (U+2500 to U+257F)
╙,Box Drawings Up Double And Right Single,Box Drawing (U+2500 to U+257F)
╚,Box Drawings Double Up And Right,Box Drawing (U+2500 to U+257F)
╛,Box Drawings Up Single And Left Double,Box Drawing (U+2500 to U+257F)
╜,Box Drawings Up Double And Left Single,Box Drawing (U+2500 to U+257F)
╝,Box Drawings Double Up And Left,Box Drawing (U+2500 to U+257F)
╞,Box Drawings Vertical Single And Right Double,Box Drawing (U+2500 to U+257F)
╟,Box Drawings Vertical Double And Right Single,Box Drawing (U+2500 to U+257F)
╠,Box Drawings Double Vertical And Right,Box Drawing (U+2500 to U+257F)
╡,Box Drawings Vertical Single And Left Double,Box Drawing (U+2500 to U+257F)
╢,Box Drawings Vertical Double And Left Single,Box Drawing (U+2500 to U+257F)
╣,Box Drawings Double Vertical And Left,Box Drawing (U+2500 to U+257F)
╤,Box Drawings Down Single And Horizontal Double,Box Drawing (U+2500 to U+257F)
╥,Box Drawings Down Double And Horizontal Single,Box Drawing (U+2500 to U+257F)
╦,Box Drawings Double Down And Horizontal,Box Drawing (U+2500 to U+257F)
╧,Box Drawings Up Single And Horizontal Double,Box Drawing (U+2500 to U+257F)
╨,Box Drawings Up Double And Horizontal Single,Box Drawing (U+2500 to U+257F)
╩,Box Drawings Double Up And Horizontal,Box Drawing (U+2500 to U+257F)
╪,Box Drawings Vertical Single And Horizontal Double,Box Drawing (U+2500 to U+257F)
╫,Box Drawings Vertical Double And Horizontal Single,Box Drawing (U+2500 to U+257F)
╬,Box Drawings Double Vertical And Horizontal,Box Drawing (U+2500 to U+257F)
╭,Box Drawings Light Arc Down And Right,Box Drawing (U+2500 to U+257F)
╮,Box Drawings Light Arc Down And Left,Box Drawing (U+2500 to U+257F)
╯,Box Drawings Light Arc Up And Left,Box Drawing (U+2500 to U+257F)
╰,Box Drawings Light Arc Up And Right,Box Drawing (U+2500 to U+257F)
╱,Box Drawings Light Diagonal Upper Right To Lower Left,Box Drawing (U+2500 to U+257F)
╲,Box Drawings Light Diagonal Upper Left To Lower Right,Box Drawing (U+2500 to U+257F)
╳,Box Drawings Light Diagonal Cross,Box Drawing (U+2500 to U+257F)
╴,Box Drawings Light Left,Box Drawing (U+2500 to U+257F)
╵,Box Drawings Light Up,Box Drawing (U+2500 to U+257F)
╶,Box Drawings Light Right,Box Drawing (U+2500 to U+257F)
╷,Box Drawings Light Down,Box Drawing (U+2500 to U+257F)
╸,Box Drawings Heavy Left,Box Drawing (U+2500 to U+257F)
╹,Box Drawings Heavy Up,Box Drawing (U+2500 to U+257F)
╺,Box Drawings Heavy Right,Box Drawing (U+2500 to U+257F)
╻,Box Drawings Heavy Down,Box Drawing (U+2500 to U+257F)
╼,Box Drawings Light Left And Heavy Right,Box Drawing (U+2500 to U+257F)
╽,Box Drawings Light Up And Heavy Down,Box Drawing (U+2500 to U+257F)
╾,Box Drawings Heavy Left And Light Right,Box Drawing (U+2500 to U+257F)
╿,Box Drawings Heavy Up And Light Down,Box Drawing (U+2500 to U+257F)
▀,Upper Half Block,Block Elements (U+2580 to U+259F)
▁,Lower One Eighth Block,Block Elements (U+2580 to U+259F)
▂,Lower One Quarter Block,Block Elements (U+2580 to U+259F)
▃,Lower Three Eighths Block,Block Elements (U+2580 to U+259F)
▄,Lower Half Block,Block Elements (U+2580 to U+259F)
▅,Lower Five Eighths Block,Block Elements (U+2580 to U+259F)
▆,Lower Three Quarters Block,Block Elements (U+2580 to U+259F)
▇,Lower Seven Eighths Block,Block Elements (U+2580 to U+259F)
█,Full Block,Block Elements (U+2580 to U+259F)
▉,Left Seven Eighths Block,Block Elements (U+2580 to U+259F)
▊,Left Three Quarters Block,Block Elements (U+2580 to U+259F)
▋,Left Five Eighths Block,Block Elements (U+2580 to U+259F)
▌,Left Half Block,Block Elements (U+2580 to U+259F)
▍,Left Three Eighths Block,Block Elements (U+2580 to U+259F)
▎,Left One Quarter Block,Block Elements (U+2580 to U+259F)
▏,Left One Eighth Block,Block Elements (U+2580 to U+259F)
▐,Right Half Block,Block Elements (U+2580 to U+259F)
░,Light Shade,Block Elements (U+2580 to U+259F)
▒,Medium Shade,Block Elements (U+2580 to U+259F)
▓,Dark Shade,Block Elements (U+2580 to U+259F)
▔,Upper One Eighth Block,Block Elements (U+2580 to U+259F)
▕,Right One Eighth Block,Block Elements (U+2580 to U+259F)
▖,Quadrant Lower Left,Block Elements (U+2580 to U+259F)
▗,Quadrant Lower Right,Block Elements (U+2580 to U+259F)
▘,Quadrant Upper Left,Block Elements (U+2580 to U+259F)
▙,Quadrant Upper Left And Lower Left And Lower Right,Block Elements (U+2580 to U+259F)
▚,Quadrant Upper Left And Lower Right,Block Elements (U+2580 to U+259F)
▛,Quadrant Upper Left And Upper Right And Lower Left,Block Elements (U+2580 to U+259F)
▜,Quadrant Upper Left And Upper Right And Lower Right,Block Elements (U+2580 to U+259F)
▝,Quadrant Upper Right,Block Elements (U+2580 to U+259F)
▞,Quadrant Upper Right And Lower Left,Block Elements (U+2580 to U+259F)
▟,Quadrant Upper Right And Lower Left And Lower Right,Block Elements (U+2580 to U+259F)
■,Black Square,Geometric Shapes (U+25A0 to U+25FF)
□,White Square,Geometric Shapes (U+25A0 to U+25FF)
▢,White Square With Rounded Corners,Geometric Shapes (U+25A0 to U+25FF)
▣,White Square Containing Black Small Square,Geometric Shapes (U+25A0 to U+25FF)
▤,Square With Horizontal Fill,Geometric Shapes (U+25A0 to U+25FF)
▥,Square With Vertical Fill,Geometric Shapes (U+25A0 to U+25FF)
▦,Square With Orthogonal Crosshatch Fill,Geometric Shapes (U+25A0 to U+25FF)
▧,Square With Upper Left To Lower Right Fill,Geometric Shapes (U+25A0 to U+25FF)
▨,Square With Upper Right To Lower Left Fill,Geometric Shapes (U+25A0 to U+25FF)
▩,Square With Diagonal Crosshatch Fill,Geometric Shapes (U+25A0 to U+25FF)
▪,Black Small Square,Geometric Shapes (U+25A0 to U+25FF)
▫,White Small Square,Geometric Shapes (U+25A0 to U+25FF)
▬,Black Rectangle,Geometric Shapes (U+25A0 to U+25FF)
▭,White Rectangle,Geometric Shapes (U+25A0 to U+25FF)
▮,Black Vertical Rectangle,Geometric Shapes (U+25A0 to U+25FF)
▯,White Vertical Rectangle,Geometric Shapes (U+25A0 to U+25FF)
▰,Black Parallelogram,Geometric Shapes (U+25A0 to U+25FF)
▱,White Parallelogram,Geometric Shapes (U+25A0 to U+25FF)
▲,Black Up-Pointing Triangle,Geometric Shapes (U+25A0 to U+25FF)
△,White Up-Pointing Triangle,Geometric Shapes (U+25A0 to U+25FF)
▴,Black Up-Pointing Small Triangle,Geometric Shapes (U+25A0 to U+25FF)
▵,White Up-Pointing Small Triangle,Geometric Shapes (U+25A0 to U+25FF)
▶,Black Right-Pointing Triangle,Geometric Shapes (U+25A0 to U+25FF)
▷,White Right-Pointing Triangle,Geometric Shapes (U+25A0 to U+25FF)
▸,Black Right-Pointing Small Triangle,Geometric Shapes (U+25A0 to U+25FF)
▹,White Right-Pointing Small Triangle,Geometric Shapes (U+25A0 to U+25FF)
►,Black Right-Pointing Pointer,Geometric Shapes (U+25A0 to U+25FF)
▻,White Right-Pointing Pointer,Geometric Shapes (U+25A0 to U+25FF)
▼,Black Down-Pointing Triangle,Geometric Shapes (U+25A0 to U+25FF)
▽,White Down-Pointing Triangle,Geometric Shapes (U+25A0 to U+25FF)
▾,Black Down-Pointing Small Triangle,Geometric Shapes (U+25A0 to U+25FF)
▿,White Down-Pointing Small Triangle,Geometric Shapes (U+25A0 to U+25FF)
◀,Black Left-Pointing Triangle,Geometric Shapes (U+25A0 to U+25FF)
◁,White Left-Pointing Triangle,Geometric Shapes (U+25A0 to U+25FF)
◂,Black Left-Pointing Small Triangle,Geometric Shapes (U+25A0 to U+25FF)
◃,White Left-Pointing Small Triangle,Geometric Shapes (U+25A0 to U+25FF)
◄,Black Left-Pointing Pointer,Geometric Shapes (U+25A0 to U+25FF)
◅,White Left-Pointing Pointer,Geometric Shapes (U+25A0 to U+25FF)
◆,Black Diamond,Geometric Shapes (U+25A0 to U+25FF)
◇,White Diamond,Geometric Shapes (U+25A0 to U+25FF)
◈,White Diamond Containing Black Small Diamond,Geometric Shapes (U+25A0 to U+25FF)
◉,Fisheye,Geometric Shapes (U+25A0 to U+25FF)
◊,Lozenge,Geometric Shapes (U+25A0 to U+25FF)
○,White Circle,Geometric Shapes (U+25A0 to U+25FF)
◌,Dotted Circle,Geometric Shapes (U+25A0 to U+25FF)
◍,Circle With Vertical Fill,Geometric Shapes (U+25A0 to U+25FF)
◎,Bullseye,Geometric Shapes (U+25A0 to U+25FF)
●,Black Circle,Geometric Shapes (U+25A0 to U+25FF)
◐,Circle With Left Half Black,Geometric Shapes (U+25A0 to U+25FF)
◑,Circle With Right Half Black,Geometric Shapes (U+25A0 to U+25FF)
◒,Circle With Lower Half Black,Geometric Shapes (U+25A0 to U+25FF)
◓,Circle With Upper Half Black,Geometric Shapes (U+25A0 to U+25FF)
◔,Circle With Upper Right Quadrant Black,Geometric Shapes (U+25A0 to U+25FF)
◕,Circle With All But Upper Left Quadrant Black,Geometric Shapes (U+25A0 to U+25FF)
◖,Left Half Black Circle,Geometric Shapes (U+25A0 to U+25FF)
◗,Right Half Black Circle,Geometric Shapes (U+25A0 to U+25FF)
◘,Inverse Bullet,Geometric Shapes (U+25A0 to U+25FF)
◙,Inverse White Circle,Geometric Shapes (U+25A0 to U+25FF)
◚,Upper Half Inverse White Circle,Geometric Shapes (U+25A0 to U+25FF)
◛,Lower Half Inverse White Circle,Geometric Shapes (U+25A0 to U+25FF)
◜,Upper Left Quadrant Circular Arc,Geometric Shapes (U+25A0 to U+25FF)
◝,Upper Right Quadrant Circular Arc,Geometric Shapes (U+25A0 to U+25FF)
◞,Lower Right Quadrant Circular Arc,Geometric Shapes (U+25A0 to U+25FF)
◟,Lower Left Quadrant Circular Arc,Geometric Shapes (U+25A0 to U+25FF)
◠,Upper Half Circle,Geometric Shapes (U+25A0 to U+25FF)
◡,Lower Half Circle,Geometric Shapes (U+25A0 to U+25FF)
◢,Black Lower Right Triangle,Geometric Shapes (U+25A0 to U+25FF)
◣,Black Lower Left Triangle,Geometric Shapes (U+25A0 to U+25FF)
◤,Black Upper Left Triangle,Geometric Shapes (U+25A0 to U+25FF)
◥,Black Upper Right Triangle,Geometric Shapes (U+25A0 to U+25FF)
◦,White Bullet,Geometric Shapes (U+25A0 to U+25FF)
◧,Square With Left Half Black,Geometric Shapes (U+25A0 to U+25FF)
◨,Square With Right Half Black,Geometric Shapes (U+25A0 to U+25FF)
◩,Square With Upper Left Diagonal Half Black,Geometric Shapes (U+25A0 to U+25FF)
◪,Square With Lower Right Diagonal Half Black,Geometric Shapes (U+25A0 to U+25FF)
◫,White Square With Vertical Bisecting Line,Geometric Shapes (U+25A0 to U+25FF)
◬,White Up-Pointing Triangle With Dot,Geometric Shapes (U+25A0 to U+25FF)
◭,Up-Pointing Triangle With Left Half Black,Geometric Shapes (U+25A0 to U+25FF)
◮,Up-Pointing Triangle With Right Half Black,Geometric Shapes (U+25A0 to U+25FF)
◯,Large Circle,Geometric Shapes (U+25A0 to U+25FF)
◰,White Square With Upper Left Quadrant,Geometric Shapes (U+25A0 to U+25FF)
◱,White Square With Lower Left Quadrant,Geometric Shapes (U+25A0 to U+25FF)
◲,White Square With Lower Right Quadrant,Geometric Shapes (U+25A0 to U+25FF)
